Date,BTC,SOL
2023-07-23,30084.5390625,24.766815185546875
2023-07-24,29176.916015625,23.38149070739746
2023-07-25,29227.390625,23.279321670532227
2023-07-26,29354.97265625,25.177053451538086
2023-07-27,29210.689453125,25.099336624145508
2023-07-28,29319.24609375,24.84685707092285
2023-07-29,29356.91796875,25.168973922729492
2023-07-30,29275.30859375,24.261018753051758
2023-07-31,29230.111328125,23.720956802368164
2023-08-01,29675.732421875,23.99875259399414
2023-08-02,29151.958984375,23.145721435546875
2023-08-03,29178.6796875,22.636049270629883
2023-08-04,29074.091796875,22.79361915588379
2023-08-05,29042.126953125,22.632204055786133
2023-08-06,29041.85546875,23.18569564819336
2023-08-07,29180.578125,23.068756103515625
2023-08-08,29765.4921875,24.211763381958008
2023-08-09,29561.494140625,24.37852668762207
2023-08-10,29429.591796875,24.613052368164062
2023-08-11,29397.71484375,24.582860946655273
2023-08-12,29415.96484375,24.90673065185547
2023-08-13,29282.9140625,24.24288558959961
2023-08-14,29408.443359375,25.142822265625
2023-08-15,29170.34765625,23.89658546447754
2023-08-16,28701.779296875,22.811975479125977
2023-08-17,26664.55078125,21.70997428894043
2023-08-18,26049.556640625,21.335493087768555
2023-08-19,26096.205078125,21.879037857055664
2023-08-20,26189.583984375,21.77327537536621
2023-08-21,26124.140625,21.20825958251953
2023-08-22,26031.65625,20.546541213989258
2023-08-23,26431.640625,21.703624725341797
2023-08-24,26162.373046875,21.033031463623047
2023-08-25,26047.66796875,20.392719268798828
2023-08-26,26008.462890625,20.280424118041992
2023-08-27,26089.693359375,20.78683853149414
2023-08-28,26106.150390625,20.557100296020508
2023-08-29,27727.392578125,21.780763626098633
2023-08-30,27297.265625,20.834903717041016
2023-08-31,25931.47265625,19.735092163085938
2023-09-01,25800.724609375,19.327844619750977
2023-09-02,25868.798828125,19.493743896484375
2023-09-03,25969.56640625,19.578746795654297
2023-09-04,25812.416015625,19.499408721923828
2023-09-05,25779.982421875,20.272384643554688
2023-09-06,25753.236328125,19.62002944946289
2023-09-07,26240.1953125,19.890499114990234
2023-09-08,25905.654296875,19.599044799804688
2023-09-09,25895.677734375,19.44607162475586
2023-09-10,25832.2265625,18.248830795288086
2023-09-11,25162.654296875,17.739166259765625
2023-09-12,25833.34375,17.929826736450195
2023-09-13,26228.32421875,18.402999877929688
2023-09-14,26539.673828125,18.838306427001953
2023-09-15,26608.693359375,19.16884422302246
2023-09-16,26568.28125,19.140369415283203
2023-09-17,26534.1875,18.831628799438477
2023-09-18,26754.28125,19.657245635986328
2023-09-19,27211.1171875,20.03618812561035
2023-09-20,27132.0078125,20.3049373626709
2023-09-21,26567.6328125,19.47907066345215
2023-09-22,26579.568359375,19.43814468383789
2023-09-23,26579.390625,19.47390365600586
2023-09-24,26256.826171875,19.374290466308594
2023-09-25,26298.48046875,19.40414047241211
2023-09-26,26217.25,19.023286819458008
2023-09-27,26352.716796875,19.130022048950195
2023-09-28,27021.546875,19.957616806030273
2023-09-29,26911.720703125,20.300655364990234
2023-09-30,26967.916015625,21.3951473236084
2023-10-01,27983.75,23.83648681640625
2023-10-02,27530.78515625,23.371700286865234
2023-10-03,27429.978515625,23.55269432067871
2023-10-04,27799.39453125,23.144786834716797
2023-10-05,27415.912109375,22.694141387939453
2023-10-06,27946.59765625,23.424453735351562
2023-10-07,27968.83984375,23.287302017211914
2023-10-08,27935.08984375,23.24642562866211
2023-10-09,27583.677734375,22.118396759033203
2023-10-10,27391.01953125,22.10511589050293
2023-10-11,26873.3203125,22.00741958618164
2023-10-12,26756.798828125,21.300268173217773
2023-10-13,26862.375,21.834917068481445
2023-10-14,26861.70703125,22.01171875
2023-10-15,27159.65234375,21.922027587890625
2023-10-16,28519.466796875,23.98295783996582
2023-10-17,28415.748046875,23.959318161010742
2023-10-18,28328.341796875,23.432138442993164
